commodity,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
Aluminium,0.3482233236154112,0.36354552449644684,0.3762416745130572,0.3900854897945246,0.40486852702354753,0.4203896398564972,0.42686989844601764,0.43428597946590564,0.4280012086894581,0.4435993230177075,0.45652355835800945,0.47046583797057767,0.4762053426827119,0.48583693783896303,0.4232244475549168
Bauxite,0.07118657695885418,0.06573169815532812,0.060560751690532905,0.055670019487143875,0.05105540599659164,0.04671234631650686,0.042635732383810555,0.038819848064056604,0.03525832643720909,0.031944119601008944,0.050500379297516926,0.11554898310788549,0.1787876165227506,0.2368984241342639,0.07723644486810428
Compressor,0.0389186486117429,0.04452198618796237,0.06643043081523563,0.0740365154287433,0.09960463697143691,0.10915283052131106,0.12153665389253938,0.1344950246017825,0.16691767695848142,0.20372716619574513,0.24416514160021865,0.15537489988252648,0.12139823593893356,0.09579613787636844,0.1197197132487877
Copper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Copper_ore,0.0004065766423287131,0.0003767514794503282,0.0003615306791824161,0.000335649195292424,0.000322211869124828,0.0003020411302098688,0.00029558618557560005,0.00034008559080154555,0.0003677107414358251,0.00039193505609221566,0.00042566052773601,0.00040711008954533065,0.00040919411657181095,0.0004078974454624094,0.00036785291062923754
HEX,0.08108756622134278,0.09222129865393075,0.12717378223316425,0.16613364562431707,0.2066610617387298,0.2590365719189706,0.2855476107481284,0.22799367310824734,0.2189077634418494,0.24175038748008976,0.2701706159791226,0.23231776799058756,0.22224032541915603,0.22432421815100062,0.20396902062204547
HP,0.08131741081027846,0.10877334972530978,0.10575996281622349,0.12327348065738514,0.10896168338358585,0.126273532901721,0.14320985272240214,0.16029342129858548,0.16222565277619358,0.17216533376522122,0.18172409772818546,0.1961366224388624,0.1925823951733838,0.17902549128428288,0.1458373062486872
Iron,0.07798303181696767,0.07921012051582631,0.08703083779979882,0.09821065666944755,0.10298588193241548,0.09693858357384938,0.09005248296162423,0.08441216823461745,0.08728864249512301,0.09213744616093571,0.10093281118573504,0.09407317775433693,0.09029611210905104,0.08879938598062326,0.09073938137073943
Nickel,0.0002875704222686883,0.0002718981727004929,0.00025965201350765325,0.0002527329367637738,0.0002450220277599739,0.00023612725925171532,0.00023887596888067523,0.0002726409092587948,0.0003064132456808352,0.00030388454682088364,0.000299079864866017,0.0002916424594120579,0.0003137486648957204,0.00034692750585806704,0.0002804439998518107
Steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
